,name,link,research_interest,ID
34,Dr Richard Cook,https://www.kingston.ac.uk/staff/profile/dr-richard-cook-522/,"

Research student supervision

Mr Mohamed Ismail

Publications",726
35,Mr Philip Crilly,https://www.kingston.ac.uk/staff/profile/mr-philip-crilly-399/,"

Research student supervision

Mr Josh Wells

Publications",727
36,Mr Richard Cunningham,https://www.kingston.ac.uk/staff/profile/mr-richard-cunningham-923/,None,728
37,Dr Doni Daniel,https://www.kingston.ac.uk/staff/profile/dr-doni-daniel-186/,"

I study the relation between processing, properties and microstructures in a broad range of ceramics. My research interests include: ceramics processing (wet chemical processing, molten salt synthesis, reactive processing, oxide and non-oxide ceramics),  glass ceramics, porcelain ceramics, refractories, MAX phase materials, ultra high temperature ceramics (UHTCs), ceramic matrix composites (CMCs), porous materials for high temperature, environmental barrier coatings (EBCs), joining of materials (glass-metals, metal-ceramics and ceramics-ceramics), surface analysis (SIMS) and microstructures (SEM, FIB, TEM).
I have 18 patents and published over 120 peer-reviewed papers in above mentioned research. I presented over 100 papers in conferences including invited and plenary talks. I am also acting as a reviewer in many reputed journals and currently serving as the editor of ""The Journal of Ceramics"".
I have been awarded research funding totalling £497K from SCG chemicals (Thailand) to develop ""High emissivity coatings for cracking furnaces"" (Mentioned researcher/co-investigator), £265K from Rolls-Royce (USA/UK) for the development of  ""Environmental barrier coatings for SiC/SiC composites"" (Co-Investigator) and £250K from Office of Naval Research Global (USA), for the development of ""Oxidation resistant C/C composites for aerospace applications"" (Investigator). I was also a mentioned researcher in the UK MoD space programme to develop ""Ultra-high temperature ceramic materials for aerospace applications"" funded by Dstl, UK for a sum of £600K.
Current Research Projects

 Modelling and Simulation of Degradation of Ultra High Temperature Ceramics under hyper-sonic flow using predictive analytics. (Carmine Zuccarini – PhD student)
Development of TEBC for CMC applications (Max Newton – PhD student)
Next generation CMCs for future turbine engine efficiency (Karthikeyan)
Predictive failure mechanisms of oxide CMCs for gas turbine applications
Performance Evaluation and Failure Analysis of Preventive Corrosion/Erosion Coatings Used in Power Plant and Refinery
Development of multifunctional refractory coating for cement kiln.
Development of coatings for cladding materials for ATF applications.
 Research student supervision

Mr Karthikeyan Ramachandran
Mr Carmine Zuccarini

Publications",729
38,Dr Cliff Dansoh,https://www.kingston.ac.uk/staff/profile/dr-cliff-dansoh-196/,"

Research student supervision
Main supervision

Miss Nigar Gahramanova

Other supervision

Miss Ifrah Mussa

Publications",730
39,Dr Mastaneh Davis,https://www.kingston.ac.uk/staff/profile/dr-mastaneh-davis-204/,"

Publications",731
40,Professor Jamshid Dehmeshki,https://www.kingston.ac.uk/staff/profile/professor-jamshid-dehmeshki-402/,"

The primary purpose of my research is to develop novel medical image analysis algorithms and software and to validate their effectiveness in a clinical environment. My  long-term research focuses on computer-aided detection (CAD) and Measurement (CAM) of lesions in medical images. CAD research aims at discovering the fundamental perception processes of human vision in the image-based diagnosis of lesions, and developing mathematical/computational models that describes them. I have developed and applied the CAD on lung cancer, colon cancer, breast, multiple sclerosis, neuropsychiatric disease, and dementia. My current research has concentrated on detecting, measuring and quantifying the vascular diseases (coronary artery disease, pulmonary embolism, brain aneurysm, abdominal and thoracic aneurysm and peripheral arteries disease) using CT angiography. In addition I hold a successful career in the development of highly novel medical intelligent software within the imaging field, responsible for leading the launch of many specialised products in to the global marketplace. Research student supervision

Mr Roy El Zeghondi

Publications",732
41,Dr Siaka Dembele,https://www.kingston.ac.uk/staff/profile/dr-siaka-dembele-246/,"


Computational Fluid Dynamics (CFD)
Radiation heat transfer modelling in fires and CFD codes
Gas radiation modelling 
Fire suppression by water sprinklers, water sprays and water mist
Modelling spray formation in sprinklers and mists
Fire modelling with CFD 
Glazing behaviour in fires
 Research student supervision

Mr Sooraj Paleli  Mana Vasudevan

Publications",733
42,Dr James Denholm-Price,https://www.kingston.ac.uk/staff/profile/dr-james-denholm-price-157/,"

In my current role by scholarly research activities are taking a back seat ;-) but I am principally interested in education research with interests in how people learn how to program, pedagogies appropriate to computing and maths subjects, electronic assessment (e-assessment) and technology-enhanced learning (TEL) in general.
Publications",734
43,Professor Mehmet Tevfik Dorak,https://www.kingston.ac.uk/staff/profile/professor-mehmet-tevfik-dorak-625/,None,735
44,Dr Stuart Downward,https://www.kingston.ac.uk/staff/profile/dr-stuart-downward-340/,None,736
45,Dr Alan Dykes,https://www.kingston.ac.uk/staff/profile/dr-alan-dykes-140/,"

Publications",737
46,Dr Dave Edmondson,https://www.kingston.ac.uk/staff/profile/dr-dave-edmondson-675/,None,738
47,Dr Ahmed Elbediwy,https://www.kingston.ac.uk/staff/profile/dr-ahmed-elbediwy-768/,"

Signalling pathways in cancer initiation
Naturally occuring compounds and cancer inhibition
The Extracellular Matrix and Disease
Effect of Metabolism on signalling pathways Areas of specialism

First supervisor PhD student: Ms Simge Karagil
Second supervisor MScR: Ms Khalisha Malik

Publications",739
48,Dr Amr ElShaer,https://www.kingston.ac.uk/staff/profile/dr-amr-elshaer-153/,"

My early research looked at the multi-functionality of pharmaceutical excipients at micro and macro scale using physico-chemical techniques and at molecular level using gene-chips. My research interests expanded since I started my academic role at Kingston University London as I started to manage interdisciplinary projects. One theme of my research emphasise on the role of stimuli-responsive polymers in preparing smart delivery systems to confront common clinical conditions such diabetes and glaucoma. Nanomedicine is another area of my interest as I believe it will assist in personalizing medicine in the future. Chitosan and PLGA particles are engineered at nanoscale in our lab to manipulate drug release profiles according to patients' needs. To be a scientist in my teaching, my pedagogical research explores the role of community of practices (CoP) in enhancing learning experience amongst scholars. Social media and bookmarking tools are implemented into my teaching practice to enable students to assimilate and master new knowledge by sharing. I am also assessing students' perception and expectation of electronic feedback as a tool in identifying the gaps of students' learning and improve their performance by feeding forward. Research student supervision
Main supervision

ZAID AL-SARRAF
Miss Nihad Alhashimi
Mrs Negeen Kargar
Mr Rahul Patel
Mrs Maria Saeed

Other supervision

Mr Miles Benardout
Mr Harpal Singh Dhiraj

Publications",740
49,Professor Mark Fielder,https://www.kingston.ac.uk/staff/profile/professor-mark-fielder-336/,"

My research group has a generally broad scope but all under the one health banner. We are involved in trying to understand how bacteria mutate in the face of different selective pressures as a result of antibiotic pressure. We are looking at the discovery of novel antibiotics from different environmental niches and we are looking at the development of novel and rapid diagnostics that can be used in both human and animal health to facilitate early identification of pathogens  and so appropriate and targeted treatment with anti-infectives. This approach also helps in the stewardship and protection of antibiotics. We are looking at antibiotic resistance spillover into wild raptor populations with the Sussex Peregrine Study Group. 
We are also working with the veterinary and farming communities to understand antimicrobial resistance using both traditional laboratory science as well as social science to understand the publics perception of antibiotic use and benefits. Research student supervision
Main supervision

Mr Jacob Hamilton
Hongying Li

Other supervision

Miss Emma Ashley
Mr Samer Bazzi
Mr Chukwuma Jude Menkiti
Mr Keval Sedani

Publications",741
50,Mrs Fiona Firth,https://www.kingston.ac.uk/staff/profile/mrs-fiona-firth-1063/,None,742
51,Dr John Fletcher,https://www.kingston.ac.uk/staff/profile/dr-john-fletcher-331/,None,743
52,Mr John Flett,https://www.kingston.ac.uk/staff/profile/mr-john-flett-928/,"

I currently deliver teaching on Air Transport Economics to our partner institutions:
KLM Engineering - Norwich
Newcastle Aviation Academy - Newcastle International Airport
Sri Lankan Aviation College - Bandaranaike International Airport Qualifications and PROFESSIONAL expertise

IATA Instructional Standards

Areas of interest

Airline Management
Aviation Training
Airline Economics

Industry links

IATA


",744
53,Professor Peter Foot,https://www.kingston.ac.uk/staff/profile/professor-peter-foot-350/,None,745
54,Dr Gary Forster-Wilkins,https://www.kingston.ac.uk/staff/profile/dr-gary-forster-wilkins-338/,"

My current research primarily focuses on the use of bioinformatics and molecular biology techniques to investigation the pathogenicity and evolution of medical and veterinary microbial pathogens. In collaboration with Prof Mark Fielder, I co-supervise PhD students and Masters by Research students. Undergraduate projects, undergraduate internships and taught MSc projects also contribute to this research.
At present there are four themes to this research: Bioinformatic analysis of pathogenicity/virulence genes within complete Staphylococcus aureus genomes (esp. MRSA); Development rapid diagnostic assays for Salmonella species in calves with scour; The evolution of de novo antibiotic resistance; Investigation of antibiotic producing organisms (APOs) in the soil of ancient/established woodland. 
",746
55,Dr Jarek Francik,https://www.kingston.ac.uk/staff/profile/dr-jarek-francik-156/,"

Research student supervision

Mrs Mritula Chandrasekaran

Publications",747
56,Dr Nicholas Freestone,https://www.kingston.ac.uk/staff/profile/dr-nicholas-freestone-548/,None,748
57,Dr Deepak G C,https://www.kingston.ac.uk/staff/profile/dr-deepak-g-c-837/,"

Areas of specialism

Cognitive Radio Networks
IoT Security
Radio Resource Allocation
Cryptogrtaphy
Blockchain Technologies

Scholarly affiliations

IEEE
IEEE Communications Society
UK EPSRC

Publications",749
58,Dr Natividad Garrido Mesa,https://www.kingston.ac.uk/staff/profile/dr-natividad-garrido-mesa-1099/,"

My research work is focused on the study of the regulation of mucosal immune responses in the context of intestinal inflammation and the validation of novel therapeutic strategies for the treatment of Inflammatory Bowel Diseases (IBD).
I have a small research group currently study how immunomodulatory antibiotics regulate the function and phenotype of macrophages and other innate immune cells and how this relates to their anti-inflammatory effect. I have supervised and currently supervise PhD, MSc and undergraduate students on this area of research.
I have also participated as a co-investigator in a variety of research projects searching for pharmacological alternatives for the treatment of other inflammatory and autoimmune conditions such as rheumatoid arthritis, diabetes and metabolic syndrome, with a particular interest in natural compounds (probiotics, prebiotics and medicinal plants).
Over the years, I have acquired a background in cellular immunology that complements my pharmacological training and contributes to my understanding of the pharmacology of immune-based therapies. I have expertise in the preclinical evaluation drugs in models of immunologically driven disease both in vivo (including genetically modified, tissue specific conditional knock outs and fluorescent reporter models), ex vivo (organ bath and explants) and in vitro (cell lines, co-cultures, immune cell culture). I have expertise in different histological, cellular and molecular techniques (multicolour flow cytometry and intracellular cytokine and transcription factor staining, ELISA, western blotting, microRNAs and mRNA RT-PCR). Areas of specialism

Pharmacology
Immunology
Bioscience

Scholarly affiliations

Member of the British Pharmacological society (2017-present)
Member of the British Society of Immunology (2013-present)
Member of the Society of Spanish Researchers in the UK (2012-present)

Publications",750
59,Dr Peter Garside,https://www.kingston.ac.uk/staff/profile/dr-peter-garside-890/,None,751
60,Dr Terry Gaymes,https://www.kingston.ac.uk/staff/profile/dr-terry-gaymes-49/,"

DNA is continually exposed to exogenous and endogenous insults. Genomic integrity is maintained in the cell by a number of well-defined repair mechanisms including the double strand break (DSB) repair pathways of homologous recombination and non-homologous end-joining (NHEJ). However, defects in DNA repair can result in the improper repair of DNA damage and an increased propensity to cancer.I have previously showed that myeloid leukaemic cells and chromosomal instability syndromes demonstrated up-regulated and erroneous NHEJ repair activity as a result of constitutive DNA damage. We have realised that genetic defects in the pathways of DSB DNA repair and other DNA damage response pathways would render tumour cells sensitive to DNA repair inhibitors such as Poly ADP ribose polymerase (PARP)inhibitors. Previously, trialled in breast cancer these agents have demonstrated beneficial therapeutic responses in more than 60 clinical trials. The future aims are to investigate and identify biomarkers in Leukaemia that would identify patients for PARP inhibitor therapy. Furthermore, could one further exploit DNA repair anomalies with other agents in Leukaemia for therapeutic intervention Research student supervision

Mrs Fatemia Mohamedi

Publications",752
61,Professor Costas Georgopoulos CEng FHEA FCS FICE FIStructE,https://www.kingston.ac.uk/staff/profile/professor-costas-georgopoulos-ceng-fhea-fcs-fice-fistructe-161/,"

REF 2021: My book ‘Sustainable Concrete Solutions' published in 2014 by Wiley has already developed beneficial impact to academia and industry and, will be an impact case study for the next REF (over 600 copies sold in over 40 countries around the world in the first 2 years).  Evidence of national impact is the review in the ICE Civil Engineering Proceedings (Volume 168 Issue CE2 May 2015) ""This book provides useful guidance to students, researchers, academics and practitioners of all construction disciplines. It is especially recommended to trainees preparing for their Institution of Civil Engineers professional review as it offers excellent background for that often-considered-problematic attribute of ‘sustainable development'. Evidence of international impact includes a review in the American Society of Civil Engineers (ASCE) journal ‘Performance of Constructed Facilities' (Volume 29, Issue 2, March/April 2015, IF=0.841): ""This is a must-read book for designers, engineers, architects, researchers, planners, and students who advocate creating a sustainable built environment, because the author has keenly provided a very thorough, concise, engaging, and intriguing discussion within each of the five chapters. It covers all aspects of sustainability in concrete design, in a well-balanced fashion, adequately capturing the reader's attention to examine the advantages realised by embracing the concepts of sustainability. This book is an excellent resource""
Selected Publications


Georgopoulos C. (2019), Worked Examples to Eurocode 8 – Part 1, book for practitioners / academics / students, the Institution of Structural Engineers (in progress 2017-2019)


Georgopoulos C. (2019) Essential Knowledge Text on Stress and Strain, book for practitioners / academics / students, the Institution of Structural Engineers (2019)


Georgopoulos C., Minson A (2017), Sustainable Concrete Solutions for Buildings in the UK, review paper, Proceedings 6th Structural Engineers World Congress, Cancun, Mexico, 14-17 November 2017.


Georgopoulos C., Minson A (2017), Sustainable Concrete Solutions in the UK, review paper, Proceedings of the Institution of Civil Engineers, ‘Construction Materials' Journal. (abstract accepted)


Georgopoulos C., Minson A. (2014), Sustainable Concrete Solutions, book for students, academics and practitioners, Wiley Blackwell, Publishers, UK. ISBN: 978-1-119-96864-1, 256pp.


Damdelen O., Georgopoulos C., Limbachiya M. (2014), Measuring thermal mass in sustainable concrete mixes, Journal of Civil Engineering and Architecture, USA, Feb 2014, Volume 8, No 2, ISSN 1934-7359, pp. 2013-220


Glass B. A., Dyer T., Georgopoulos C., Goodier C., Paine K., Parry T., Baumann H., Gluch P. (2013) Future use of life-cycle assessment (LCA) in civil engineering, Proceedings of the Institution of Civil Engineers, ‘Construction Materials' Journal, May 2013, Volume 166, Issue 4, pp. 204-212.


Georgopoulos C. (2013), The challenge of learning conceptual design of sustainable concrete-framed buildings at universities, Proceedings of 1st International Conference on Concrete Sustainability, Tokyo, Japan, 27-29 May 2013.


Bostanci C. S., Limbachiya M., Georgopoulos C. (2013) Contribution of composite cements in reducing embodied CO2, Proceedings of International Conference on Sustainable Construction Materials & Technologies, Kyoto, Japan, 18-21 August 2013.


Georgopoulos C. (2011), ""Concrete research in support of the next Eurocode 2"", the Structural Engineer, Journal of IStructE, 1 February 2011, Volume 89, Number 3, pp. 16-18.


Georgopoulos C. (2008), ""Supporting research and teaching of concrete in the UK"", the Structural Engineer, Journal of IStructE, 1 April 2008, Volume 86, Number 7, pp. 41-44.


Georgopoulos C. (2007), ""Concrete research is needs driven"", the Structural Engineer, Journal of IStructE, 4 December 2007, Volume 85, Number 23/24, pp. 24-26.


Georgopoulos C. (2007), ""Concrete takes the lead in sustainable construction"", Civil Engineering Journal, Proceedings of the Institution of Civil Engineers, May 2007, Volume 160, p. 53.


Georgopoulos C. (2005), ""Teaching Structural Design: the WINDS experience"", the 8th UNESCO Int. Conference on Engineering Education, Kingston, Jamaica, 7-11 February 2005, pp. 337-341.


Georgopoulos C. (2004), ""Chapter 8 - Extracts from Eurocode 8: Design of structures for earthquake resistance"", PP 1990: Guide to the Structural Eurocodes for students of structural design, British Standards Institution, ISBN O 580 4375 X, pp.8-1 to 8-47.


Georgopoulos C., Lee B. (2003), ""Windstorm Vulnerability Assessment of Tiled Roofs in the UK using a Damage Function based on Structural Reliability Analysis"", the 11th International Conference on Wind Engineering, Lubbock, Texas, USA, 2-5 June, pp. 1503 -1510.


  Qualifications and expertise

Sustainable Concrete Solutions
Seismic Design to EC8
Advanced Concrete Design


",753
62,Professor Gavin Gillmore,https://www.kingston.ac.uk/staff/profile/professor-gavin-gillmore-273/,"

I conduct research into human-environment interactions.
Examples of this work include measurement and monitoring of radon (a naturally occurring gas that causes lung cancer); 3D visualisation of alpha tracks in solid state nuclear track detectors; mining pollution; sedimentary analysis and microfossils in palaeoenvironmental analysis; geoarchaeology; laser confocal 3D imaging of volcanic ash; shale gas exploitation and laser raman spectroscopy of organic matter; and the Energy Trilemma.  Research student supervision
Main supervision

Mr Julius Irene

Other supervision

Mr Hamdan Alshaer
Mr Richard Ponkap Bature
Mr Delano Gerardo Henry
Mr Matthias Pilz
Mr LEONARD ROMILUYI

Publications",754
63,Dr Simon Gould,https://www.kingston.ac.uk/staff/profile/dr-simon-gould-343/,"

I am the Course Leader for the BSc (Hones) in biomedical Science, a Institute of Biomedical Science accredited degree 
",755
64,Dr Darrel Greenhill,https://www.kingston.ac.uk/staff/profile/dr-darrel-greenhill-115/,"

Publications",756
65,Dr Homayoun Hadavinia,https://www.kingston.ac.uk/staff/profile/dr-homayoun-hadavinia-184/,"

My research interests are in the field of fibre reinforced polymer (FRP) composite materials. I design, model and manufacture FRP composites for aerospace structures, wind turbine blades and multifunctional applications. I also develop predictive multiscale models for studying energy dissipation performance in FRP composite and polymeric structures.
My recent research activities are related to design and modelling of nanoreinforced polymers using graphene, CNTs, BNNT and hBN nanoparticles. Special focus of the nanomaterials researches is related to the improvement of the mechanical properties of the nanomaterials for enhancement of nanocomposites FRP.
Dr Hadavinia features in the Editorial team of the International Journal of Composite Materials (SAP- Editor-in-Chief); International Nano Letters (Springer -Editorial Board); Open Engineering Journal (De Gruyter- Editor); Recent Patents on Mechanical Engineering (Bentham Science- Associate Editor) and International Journal of Automotive Composites (Inderscience - Editorial Board). He has published over hundred refereed journals and conference papers in the areas of fatigue and impact of fibre-composites, adhesives, and nanocomposites. Research student supervision

Mr Davide De Sousa

Publications",757
66,Dr Andreas Hahn,https://www.kingston.ac.uk/staff/profile/dr-andreas-hahn-275/,None,758
67,Dr Carl Hall,https://www.kingston.ac.uk/staff/profile/dr-carl-hall-213/,"

My research interests have focused on two themes: electroanalysis and polymer synthesis and characterisation and their applications in the development of electrochemical sensors and biosensors. Generally this has focussed on polymeric immobilisation methodologies for enzyme based amperometric sensors. These have included conducting polymers, photolithographic polymers and emulsion systems.
I have also been involved in electrochemical waste purification and reclamation projects, a study of the electrochemistry of self assembled copper helicates and the electrochemical characterisation of palladium catalysts in conjunction with Syngenta.
I have published a number of papers and I am a regular referee for Chemical Communications, Journal of Materials Chemistry and Soft Matter. I have given a number of oral and poster presentations at both National and International conferences and I have been involved with the organisation of a range of meetings and conferences. 
",759
68,Professor George Haritos,https://www.kingston.ac.uk/staff/profile/professor-george-haritos-712/,None,760
69,Dr Hasan Haroglu,https://www.kingston.ac.uk/staff/profile/dr-hasan-haroglu-219/,"

Publications",761
70,Nicola Harrap,https://www.kingston.ac.uk/staff/profile/nicola-harrap-79/,"

Publications",762
71,Dr Ali Heidari,https://www.kingston.ac.uk/staff/profile/dr-ali-heidari-346/,"

Research student supervision
Main supervision

Mr Reza Khodadadi Azadboni

Other supervision

Mr Sooraj Paleli  Mana Vasudevan

Publications",763
72,Dr Natasha Hill,https://www.kingston.ac.uk/staff/profile/dr-natasha-hill-117/,"

Research overview
Current projects in my group include: using a decellularised pancreas matrix to support stem cell differentiation into insulin-producing beta cells, the role of matricellular proteins in islet regeneration and pancreatic cancer, and the expression of alternative transcripts in disease.
I lead the Diabetes and Cardiovascular Research Group (DCRG) within the IhSHA Research Centre:
http://sec.kingston.ac.uk/research/research-groups/drg/
We are very grateful to the following for funding current research in our laboratory:

Diabetes UK - https://www.diabetes.org.uk/
Society for Endocrinology - https://www.endocrinology.org/
Kingston Hospital Charity - https://www.khc.org.uk/

Current research team:

Amanda Munasinghe (Diabetes UK funded postdoc)
Amtul Bhunnoo (PhD student)
Fatemia Mohamedi (PhD student)
Cris Barra Domingos (PhD student)
Khalisha Malik (MScR student)

I am also co-supervisor for a further 4 PhD students and 1 MScR student.
I have previously successfully supervised 8 PhD students (5 as first supervisor) and 7 MSc by Research students (all as first supervisor) to completion. Research student supervision
Main supervision

Miss Amtul Bhunnoo
Mrs Fatemia Mohamedi
Miss Elisabeth Spiritosanto

Other supervision

Mr Ioannis Kazantzidis

Publications",764
73,Dr Peter Hooda,https://www.kingston.ac.uk/staff/profile/dr-peter-hooda-168/,"

Biogeochemical cycling of nutrients, trace elements (both essential and potentially toxic) and organic chemicals in managed and semi-natural ecosystems has been the focus of my work. Much of this has been driven by land use and environment change pressures and how they influence the biogeochemical cycling processes that ultimately determine their retention in soils and sediments, release to water or uptake by food plants. More recently we have been investigating sewage effluents impact on water quality in river systems, climate change mediated mobilisation and transportation of naturally occurring trace elements, land use change and soil carbon dynamics, and organic micro-contaminant dynamics in river systems. Research student supervision
Main supervision

Mr Hamdan Alshaer
Mr Richard Ponkap Bature
Mr Muhammad Ikram
Mrs Sidra Khan

Other supervision

Mr Adeniyi Aseperi

Publications",765
74,Mr Phil Hudson,https://www.kingston.ac.uk/staff/profile/mr-phil-hudson-931/,None,766
75,Dr Debbie Humphry,https://www.kingston.ac.uk/staff/profile/dr-debbie-humphry-972/,"

Selected Publicaations:
Humphry, D. 2019. From Residualisation to Individualization? Social Tenants' Experiences in Post-Olympics East Village, Housing, Theory and Society. Online.
Fernandez Arrigoitia, M., Humphry, D and Richter, A. 2019. Editorial: Anything is Possible. City. 23:2. Pp.139-142
Humphry and Hampden-Thompson, 2019. Primary school pupils' emotional experiences of synchronous audio-led online communication during online one-to-one tuition. Computers & Education, 135, pp.100-112.
Humphry, D 2019. Memory and the Everyday in Homs, Syria. Interview with Ammar Azzouz. CITY http://bit.ly/MemorySyria
Humphry, D., 2019. Policing the 2012 London Olympics: Legacy and Social Exclusion: By Gary Armstrong, Richard Giulianotti and Dick Hobbs. Abingdon: Routledge. London Journal.
Humphry, D. 2018. Paula and Keith. Invisible Britain: Portraits of Hope and Resilience. Ed Paul Sng, Velvet Joy.
Humphry, D, and Burridge, S. 2018. The Cost of Homelessness. Radical News.
Humphry, D., 2017. 'The Best New Place to Live'? Visual Research with Residents in East Village and E20. In London 2012 and the Post-Olympics City (pp. 179-204). Palgrave Macmillan, London.
Humphry, D. 2017. Voices and Analysis, Grenfell Tower. City bit.ly/VoicesGrenfell
Humphry, D. 2016. Rapid response to the London's Housing Crisis and its Activisms Conference, CITY Vol 20 (3) May 2016
Humphry, D. 2016. Social housing tenants who feel demonised as second-class citizens, The Guardian, 18 May 2016.  http://bit.ly/2gvwvmo
Humphry, D. 2013 Inside Outside: a Visual Investigation of Belonging in a North London Neighbourhood, in Home: International Perspectives on Culture, Identity and Belonging, eds Kusenback, M. Paulsen, K, Peter Lang International Academic Publishers, Frankfurt am Main, Bern, Brussels, New York, Oxford, Warsaw, Wien. Scholarly affiliations

Fellow RGS-IBG


",767
76,Dr Joan Jarman,https://www.kingston.ac.uk/staff/profile/dr-joan-jarman-226/,"

I have research interest in the neurochemistry of migraine, depression and anxiety. I am also interested in pedagogic research into teaching and learning. 
",768
77,Professor Ian Jarvis,https://www.kingston.ac.uk/staff/profile/professor-ian-jarvis-190/,"

My research focuses on sedimentary processes in epicontinental seas and the deep ocean, and their relation to global environmental change.  Topics include the use of Cretaceous pelagic carbonates as palaeoenvironmental archives, the utility of dinoflagellate cysts as stratigraphic and palaeoenvironmental tools, the origin of phosphorites and other marine authigenic minerals, and the mechanisms and history of turbidite deposition in the Atlantic Ocean.  The stable-isotope and elemental chemostratigraphic frameworks being developed have direct applications for high-resolution correlation in petroleum basins.  Research student supervision
Main supervision

Mr Delano Gerardo Henry
Mr Julius Irene

Other supervision

Mr LEONARD ROMILUYI

Publications",769
78,Dr Beryl Jones,https://www.kingston.ac.uk/staff/profile/dr-beryl-jones-673/,"

Publications",770
79,Professor Graeme Jones,https://www.kingston.ac.uk/staff/profile/professor-graeme-jones-370/,None,771
80,Professor Andrey Karlyshev,https://www.kingston.ac.uk/staff/profile/professor-andrey-karlyshev-164/,"

Research Interests

probiotics
bacterial functional genomics
host-pathogen interaction and virulence factors
protein secretion
gene regulation and stress response
cell surface structures
bacterial proteases
novel antibacterial drugs

Publications",772
81,Professor Reem Kayyali,https://www.kingston.ac.uk/staff/profile/professor-reem-kayyali-282/,"

I have more than 20 years' experience in research ranging from biochemical analysis to qualitative and quantitative social research skills related to public health and smart innovations to improve patients' outcomes.  I am successful in securing grant funding and is currently the Co-PI in two EU grants; WELCOME (http://www.welcome-project.eu/home.aspx) related to technology enabled care and AEGLE related to big data analytics in health (http://www.aegle-uhealth.eu/en/) and a PI of an Innovate UK grant; OPTIMAL (http://www.optimal-project.co.uk/) related to optimisation of discharge to prevent avoidable hospital readmissions and small fund from the Health Innovation Network related to mapping public health needs. I work strategically with local authorities, the voluntary sector and NHS partners within the South West to ensure the translation of research into practice while evaluating initiatives like the healthy living pharmacy and the telehealth pathfinder experience in Croydon. My current research interests focus on public health and medicines optimisation. The emphasis is on evaluating the use of innovative technology to streamline and optimise public health and the care of patients with long term conditions. The other key interest revolves around building the evidence and skills to enhance and expand the role of the pharmacy profession in disease prevention and management. Research student supervision
Main supervision

Mr Philip Crilly
Miss Ricarda Micallef
Mr Josh Wells

Other supervision

Miss Aisha Hussein

Publications",773
82,Dr Mary Kelly,https://www.kingston.ac.uk/staff/profile/dr-mary-kelly-975/,"

Research student supervision

Mr Julius Irene
Mr LEONARD ROMILUYI


",774
83,Dr Alison Kelly,https://www.kingston.ac.uk/staff/profile/dr-alison-kelly-133/,"

Research student supervision
Main supervision

Mr Keval Sedani

Other supervision

Mrs Hanady Kadhim

Publications",775
84,Dr Hsein Kew,https://www.kingston.ac.uk/staff/profile/dr-hsein-kew-112/,"

My research interest areas are in concrete technology, innovation in concrete for structural applications,  recycling and reuse of waste materials in concrete and self-healing concrete. Research student supervision

Mrs MUKTI KAR

Publications",776
85,Dr Payam Khazaeinejad,https://www.kingston.ac.uk/staff/profile/dr-payam-khazaeinejad-701/,"

Dr Khazaeinejad's research involves collaborative projects as well as individual research activities. His current research projects and activities include:
Bio-inspired design rationalised by computational mechanics: This research is aimed at developing a computational framework for multi-scale modelling and simulation of bio-inspired engineering structures as part of a systematic approach to optimise form and function.
Shape optimisation using CAD/FEM integration in the context of additive manufacturing: This research is intended to explore the feasibility of using a computationally efficient visualisation approach coupled with an efficient shape optimisation technique to achieve a harmonious balance between form and function in engineering designs.
Modelling and simulation of pharmaceutical tablet compaction: The aim of this research is to evaluate and model the compaction behaviour and predict the evolution of local mechanical properties of pellets during compaction in orodispersible tablets' matrices.
Enriched finite elements for thermomechanical problems: This research is aimed at developing enriched finite elements capable of capturing fields of interest with reduced computational effort in thermomechanical problems.
Nonlinear analysis of shell structures under moderate or extreme thermomechanical actions: This research is to provide a range of novel and unprecedented fundamental solutions for beams, plates, and shells subject to moderate or extreme thermomechanical loads such as those resulting from a fire.
Numerical modelling of heat transfer in floating solar panels: This research is devoted to development and implementation of an efficient and novel finite element formulation for convective and radiative heat transfer analysis of floating solar panels. Qualifications and expertise

Fire Dynamics & Fire Safety Engineering Design CPD, BRE Centre for Fire Safety Engineering (UK)
Fire Science and Fire Investigation CPD, BRE Centre for Fire Safety Engineering (UK)
Open System for Earthquake Engineering Simulation (OpenSees), The University of Edinburgh (UK)
UK EPSRC Summer School on Meshless Methods in Mechanics, Cardiff University (UK)

Areas of specialism

Computational modelling and simulation
Structural integrity and failure
Structural stability and dynamics
Architected materials and structures
Advanced numerical modelling and finite element analysis

Scholarly affiliations

Senior Member, American Institute of Aeronautics and Astronautics (AIAA)
Member, American Society of Mechanical Engineers (ASME)
Member, EPSRC Associate Peer Review College

Research student supervision

Mr Davide De Sousa

Publications",777
