names,links,research,department
Dr Nicholas Evans,https://www.hull.ac.uk/staff-directory/nicholas-evans,"

Research interests
Migration to, through and from Britain 
Passenger shipping 
Jewish culture and heritage 
Diaspora 
Slavery


Postgraduate supervision
I presently supervise the following PhD students: 
 
* James Baker, 'Home Children 1920s to 1960s: a study of the exploitation of British children subject to forced emigration' (funded by the University of Hull) 
* Frank Grombir, 'Second-generation Polish and Ukrainian identities in the North of England after 1945' (funded by the University of Hull) 
* Rebecca Nelson,  'Legacies on Display: Antislavery in Museums' (funded by the AHRC) 
 
Previous PhD students who I have supervised are: 
 
* Lauren Darwin, 'Convict transportation in the age of Abolition, 1787-1807 ' (funded by the University of Hull) 
* Ryan Hanley, 'Social and commercial influences on early black writing in Britain, 1770-1830' (funded by the University of Hull) 
* Samuel North, 'Reclaiming the Islamic legacies of anti-slavery in the post-Apartheid Cape, South Africa' (funded by the AHRC)

",Faculty of Arts Cultures and Education
Dr Rebecca Weil,https://www.hull.ac.uk/staff-directory/rebecca-weil,"

Research interests
Misinformation, Falsehood, Misattribution


Postgraduate supervision
How Do People Handle Falsehood? 
 
A daily challenge for the mental system is to distinguish between true and false information. The rise of “fake news” seems to make it more and more difficult to distinguish between truth and falsehood. Mounting evidence demonstrates that false information alters existing knowledge even when people are warned about falsehood or surprisingly, even when they know the truth. Thus, it is crucial to investigate how the mental system deals with false information to explain and prevent errors in validation.

",Faculty of Health Sciences
Mrs Lizzie Ette,https://www.hull.ac.uk/staff-directory/lizzie-ette,"

Research interests
Mother and infant well-being 
Infant feeding



Project
Funder
Grant
Started
Status


Project
The Hidden Art of the Lullaby
Funder
Hull UK City of Culture 2017
Grant
£3,500.00
Started
1 April 2017
Status
Complete


",Faculty of Health Sciences
Miss Helen Mitchell,https://www.hull.ac.uk/staff-directory/helen-mitchell,"

Research interests
Music and sound for film and games. 
Audio-visual interaction and applications


Postgraduate supervision
I have supervised projects relating to film, games and performance for students on the taught Masters degree.

",Faculty of Arts Cultures and Education
Dr Stella Gonzalez-Arnal,https://www.hull.ac.uk/staff-directory/stella-gonzalez-arnal,"

Research interests
My  main areas of research are Gender Theory,  Intersectionality, Feminism and the Philosophy of Education.


Postgraduate supervision
 I am happy to consider supervision in a range of philosophical topics, as well as those with an interdisciplinary theme, and not just those directly related to my own research interests. 
Current PhD 
 
-Toward an African Philosophy of Education, Blessing Chapfika 
 
Completed PhDs 
 
- Cognitive Science and Phenomenology : Varela's 'new science of consciousness' at the system-theoretical crossroads, Thomas Karl Feldges, University of Hull, 2016 
 
- The Second Sex : a Marxist interpretation, Angela Shepherd, University of Hull, 2015 
 
- The Plurality of Truth, Mehdi Nassaji, University of Hull, 2014

",Faculty of Arts Cultures and Education
Dr Ireneous Soyiri,https://www.hull.ac.uk/staff-directory/ireneous-soyiri,"

Research interests
My areas of interests include Environmental Epidemiology and Population Health. More specifically, estimating the Burden of Diseases across populations, modelling and forecasting healthcare demand such as hospital admissions using routinely collected quantitative data.  
I have worked on a number of health surveillance systems around the world, but also dedicated to finding local solutions to public health challenges in my current role.  
In addition to performing academic duties (research, teaching and supervising students’ research dissertations), I have expertise and interest in developing research databases for population health surveillance, quantitative data analyses and evaluating Public Health programmes. 
 
Research Fields: 
Air Pollution and Health, Asthma, Biostatistics, Environment, Epidemiology, Health Care Sciences & Services, Health Forecasting, Hospital Admissions, Length of Stay, Population Health, Respiratory Health, Statistical Methods, Weather and Health

",Faculty of Health Sciences
Dr Simon Green,https://www.hull.ac.uk/staff-directory/simon-green,"

Research interests
My doctoral research explored the theoretical, ideological and political conception of community in the crime control arena.  Since then my research interests have developed around: restorative justice, power and agency, victimology and reducing re-offending.  Most recently these research interests have consolidated around the victims of crime and exploitation.  I am currently the Vice-Chair of a EU-funded COST Action (CA18121: Cultures of Victimology: Understanding processes of victimisation across Europe) and CI on a British Academy project called: 'Giving Victims' Voice: a strengths-based investigation into victim identities'.


Postgraduate supervision
I am very interested in supervising doctoral students in the areas of: victimology, exploitation, contemporary slavery, reducing re-offending, restorative justice and community justice more generally 
 
Completed PhD students: 
 
Nicola O'Leary, (PhD Criminology) Negotiating Collective Identities: crime, the media and victim communities 
Kathy Kondor (PhD Criminology), Flying the Árpád Flag: The extreme right in Hungary and the revival of the Hungarism movement 
Alicia Kidd (PhD Social Justice), The Dynamics of Contemporary Slavery and Conflict: agency, asylum and accountability 
 
Current PhD students: 
 
Chloe Wilson (PhD Law), Human Trafficking and Restorative Justice,  
Craig Barlow (PhD Criminology), Forced Criminal Exploitation of Children: prevention, prosecution and punishment 
Loria-Mae Heywood (PhD Law), Forced Criminal Exploitation of Children: a comparative study of Nigeria, Albania and Vietnam 
Charlotte Russell (PhD Criminology) Child trafficking and vulnerability in refugee camps 
Rajib Mustofa (PhD Sociology and Social Anthropology) Exploitation and trafficking of transgender communities in India, Pakistan and Bangladesh.

",Faculty of Arts Cultures and Education
Dr Marco Pignatari,https://www.hull.ac.uk/staff-directory/marco-pignatari,"

Research interests
My main research interest is about how elements are made in stars, from small stars like our Sun, to the biggest stars that will explode as supernovae.  
 
I am a member of several international collaborations focused on nuclear astrophysics, galactic archaeology and cosmochemistry, including NuGrid, the UK network BRIDGCE, JINA-CEE, the COST Action ChETEC, and the NSF Accelnet network IReNA.


Postgraduate supervision
Nuclear astrophysics, cosmochemistry, stellar evolution and nucleosynthesi

",Faculty of Science and Engineering
Dr Andrew Holmes,https://www.hull.ac.uk/staff-directory/andrew-holmes,"

Research interests
My main research interest is assessment, and how assessment and assesment feedback, can impact on students' approaches to learning, particularly surface and deep approaches to learning and students' utilization of feedback. I am  interested in learner autonony and learner independence and how we can develop learner independence and facilitate learner autonomy.


Postgraduate supervision
I will consider PhD topics on assessment in higher education.

",Faculty of Arts Cultures and Education
Professor Andrew Heyes,https://www.hull.ac.uk/staff-directory/andrew-heyes,"

Research interests
My PhD concerned the development of laser based flow measurement techniques that can be used to determine the velocity field in supersonic flows – over an aircraft wing for example. Ever since, the development and application of flow diagnostics for extreme environments has remained a strand of my research activity. In particular I have developed techniques for surface and flow temperature measurement using the spectral and temporal luminescent properties of ceramic, so-called, thermographic phosphors. This work has generated to a number of patents and the creation of a spin-out company, now called Sensor Coating Systems ltd, (www.sensorcoatings.com) which can trace its origins to 2002. SCS offers bespoke measurement services to a wide range of industries and has offices and laboratories in East London.   
Another strand of my research concerns energy based industrial symbiosis. To this day the UK, and especially the Humber region, has numerous energy intensive industries and the energy content in the waste heat they reject to the atmosphere far exceeds the nation’s current or foreseeable renewable energy generating capacity. Finding economic and technical means to recovery and reuse this energy could make a substantial contribution both to the economy and our aspirations for a sustainable carbon neutral future. My work concerns identifying potential relationships between companies to form optimised symbiotic energy networks where the waste from one becomes an input to another. This work has been funded by the EU under Horizon 2020 and is encapsulated as part of the SHAREBOX (http://sharebox-project.eu) tool set.


Postgraduate supervision
Industrial Energy Symbiosis

",Faculty of Science and Engineering
Dr Chris Skinner,https://www.hull.ac.uk/staff-directory/chris-skinner,"

Research interests
My primary research interest is the computer modelling of flood risk and its links and feedbacks to geomorphology. My most recent work has concerned the sensitivity of the models to various factors, such as the parameter values selected or the type and form of rainfall measurements used. 
 
I also research the public engagement of environmental issues and how this can be done in a way that leaves people feeling optimistic. My recent work in this area includes using virtual reality to raise flood resilience awareness.

",Faculty of Science and Engineering
Dr Lewis Holloway,https://www.hull.ac.uk/staff-directory/lewis-holloway,"

Research interests
My research and teaching focuses on issues surrounding food, farming and the countryside. 
 
I am particularly interested in the production of different knowledges associated with farming and rural living, in the implications of technological interventions in agriculture, in human-nonhuman relationships in rural spaces, and in 'alternative' ways of living in the countryside and of producing and distributing food. 
 
I am currently a Co-Principal Investigator on the Wellcome-Trust funded FIELD (Farm-level Interdisciplinary Approaches to Endemic Livestock Disease) project. FIELD is run by a group of researchers from six UK universities, all interested in the challenges posed to livestock health, welfare and productivity by endemic diseases. The project focuses on Bovine Viral Diarrhoea (BVD) and lameness as two contrasting examples of endemic diseases. Endemic diseases are common but difficult to eradicate, and they have an impact on animal health and productivity. We will consider how responses to these diseases have changed over time, and what their impacts are for animals and farm businesses. We will ask if they can be better managed, and if so how. We want to identify ‘best bet’ interventions to help reduce the incidence of these disease and their costs to UK farming. The research includes investigating the history of these diseases to see what we can learn from the past. It involves working with present day farmers and vets, to find out what problems these diseases cause on farms and how farmers and vets deal with those problems: we want to consider different approaches taken by different farmers and vets on specific farms. The project also involves creating economic and epidemiological models which aim to identify how transmissible diseases like BVD move between animals and farms, helping us to identify areas of risk in farming systems. Our project website is available at https://field-wt.co.uk/



Project
Funder
Grant
Started
Status


Project
Thinking forward through the past: Linking science, social science and the humanities to inform the sustainable reduction of endemic disease in British livestock farming
Funder
Wellcome Trust
Grant
£247,882.00
Started
1 September 2018
Status
Ongoing



Postgraduate supervision
I welcome opportunities to supervise Masters and doctoral theses on topics relating to my research interests in agriculture, food, rural leisure, alternative lifestyles and alternative food networks. 
 
Completed PhDs 
 
-  Rebecca Griffiths, Farmers' Interpretation of Climate Change in the Welsh Marches 
 
-  Kirstie O'Neill, Effective Policy Intervention in Establishing Sustainable Local Food Systems 
 
-  Dan Pedley, The Place(s) of Urban Wildlife 
 
-  Graham Clarkson, Agroforestry in Southern Africa 
 
-  Paul Barratt, Outdoor Cultures and Geographies of Mountaineering Bodies 
 
-  Kate Mahoney, Regional Socio-Economic Impacts of Organic Vegetable Production in England 
 
-  David Kings, Organic Farming, Farmer Behaviour and Wildlife Conservation 
 
-  David Jarvis, Competitive Behaviour and Rural Manufacturing SMEs: a Critical Realist Approach 
 
-  Stephen Munn, Imaging the Countryside: Tourism in the Cotswolds 
 
-  Lucy Wright, Urban Agriculture in Hull and Copenhagen

",Faculty of Science and Engineering
Dr John Elliott,https://www.hull.ac.uk/staff-directory/john-elliott,"

Research interests
My research interest lies in the general area of fluid mechanics. Although this covers a very wide range of research activity, my main expertise lies in high Reynolds number viscous flows. 
 
My initial investigations focused on the phenomena of boundary layer separation, both for steady-state and unsteady flows. I have also been interested in the stability of shear layers and boundary-layer flows, with particular emphasis on Tollmien-Schlichting, Gortler, and Kelvin-Helmholtz waves. This also led to an interest in sound generation. 
 
I am also interested in Stefan-like problems involving heat and mass transfer, such the impact  of freezing/boiling water droplets on aerofoils. This emanates from my PhD thesis (under Eric Watson) an investigation into the melting of ice-shapes.


Postgraduate supervision
Dr Elliott welcomes students in the area of fluid mechanics. 
 
Completed PhDs 
- Peter Flood 
- Mike Strange 
-Susan Witty 
 
Completed Mscs (Res) 
-Steph  Thomas

",Faculty of Science and Engineering
Dr Abbas Hasan,https://www.hull.ac.uk/staff-directory/abbas-hasan,"

Research interests
My research interests are; 
•	 Process control & instrumentation, 
•	 Multiphase flow modelling, measurement and metering for oil &  gas industry,  
•	Process Tomography & sensor design for multiphase flow applications in oil & gas industry, 
•	 Fluid dynamics, 
•	 Large scale experiments and investigation of two phase flows in environmental applications (e.g. Marine, Volcano).


Postgraduate supervision
Dr Abbas Hasan welcomes PhD applications in the following areas; 
•	Multiphase flow metering 
•	Process Tomography in two phase flows for oil & gas industry  
•	Sensor development for two and three phase flows 
•	Viscous flow

",Faculty of Science and Engineering
Dr Barbara Guinn,https://www.hull.ac.uk/staff-directory/barbara-guinn,"

Research interests
My research interests focus around antigen identification reflecting my own background in genetics, immunology and cancer research. We use a range of techniques to identify and characterise antigens including SEREX, proto-arrays, cDNA expression arrays, qPCR and pMHC arrays. 
 
I am particularly interested in identifying new biomarkers for difficult to diagnose diseases such as endometriosis, ovarian cancer and lung nodules that develop into cancer. These are often difficult to treat diseases because of their late diagnosis.


Postgraduate supervision
Dr Guinn welcomes applications from students who want to study postgraduate research degrees (MSc by Research and PhD). I am particularly interested in difficult to diagnose and/or treat diseases. To date this has included acute leukaemias, colon, ovarian and lung cancer, and endometriosis, and has led to the identification of biomarkers for survival, target for therapies and improved our understanding of the biological basis of disease. 
 
For more information about possible PhD projects please contact b.guinn@hull.ac.uk 
 
Current PhD students 
Eithar Mohamed 2020 - Present. First supervisor. 
Janos Kovacs 2019-Present. Second supervisor 
Leah Cooksey 2018-Present. First supervisor. 
Kelly Grayson 2017- Present. First supervisor. 
 
Completed PhD students 
Holly Wilkinson (2019) Exploring the role of metals and senescence in cutaneous wound healing. University of Hull. Second supervisor. 
 
Sarah Edge (2019) Investigating the role of miRNA-187 and the downstream PI3K signalling pathway in modulating radiation sensitivity in oesophageal adenocarcinoma. University of Hull. Second supervisor. 
 
Fidelia Bature (2018) Patterns of signs and symptoms preceding Alzheimer’s Disease diagnosis: A cross sectional study. University of Bedfordshire. Second supervisor. 
 
Ghazala Khan (2016) Characterisation of the expression of biomarkers and tumour antigens in ovarian cancer and myeloid leukaemia. University of Bedfordshire. First supervisor. 
 
Emma Buick (2016) The loss of PI3K C2a is associated with a heightened immune response. University of Bedfordshire. Second supervisor. 
 
Nicola Hardwick (2008) Pre-clinical evaluation of immunotherapy for acute myeloid leukaemia with PASD1 peptide vaccination and autologous whole cell vaccines. King's College London. First supervisor. 
 
Adam T.C. Cheuk (2005) Immunogene therapy of murine and human acute myeloid leukaemia using costimulatory molecules: A comparison of the efficacy of B7-1, B7-2 and 4-1BBL.  King's College London. First supervisor.

",Faculty of Health Sciences
Dr Natasha Dowey,https://www.hull.ac.uk/staff-directory/natasha-dowey,"

Research interests
My research interests include explosive volcanism, pyroclastic density currents, geological hazards, igneous geochemistry, basin analysis, basin modelling, science communication and risk analysis.  
 
I am currently a co-supervisor on an advertised fully-funded NERC Panorama PhD project. If you are keen to undertake a PhD in explosive volcanism, please click this link for more details and how to apply: https://panorama-dtp.ac.uk/research/assessing-the-rock-record-of-hazardous-pulsatory-pyroclastic-density-currents/ 

",Faculty of Science and Engineering
Dr Thanos Andrikopoulos,https://www.hull.ac.uk/staff-directory/thanos-andrikopoulos,"

Research interests
My research interests include: 
Financial economics 
Banking 
Alternative investments 
Financial Markets 
Industrial organization


Postgraduate supervision
I  welcome applications relating to financial markets, banking, industrial organisation and finance and alternative investments. 
Completed PhDs -  
Ahmed H, Corporate Hedging, Firm Risk, Value, and Performance: Evidence from UK Firms. 
Al Ismaili, A. Risk exposure and performance in the banking sector: a comparative investigation of Islamic, hybrid, and conventional banks.

","Faculty of Business, Law and Politics"
Dr Nicola O'Leary,https://www.hull.ac.uk/staff-directory/nicola-o-leary,"

Research interests
My research interests lie in the interdisciplinary fields of victimology, criminology, cultural studies, innovative research methods and the ethics of researching vulnerable populations. My doctoral research and subsequent publications focus on the ethics and methods of investigating community-based and media representations of stigma, trauma and victimisation. Within this I have an identifiable interest in the management of self-identity, social reaction, transformative ability and resilience. I am an  experienced researcher in the qualitative field with particular experience and understanding pertaining to use of in-depth narrative interviews with vulnerable populations, across a range of settings, who have experienced significant trauma and harm. More recently my research has focused on working with survivors and victims of domestic abuse; from how they can be supported and empowered to interact with the criminal justice system (or not), to understanding the dynamics of recovery and resilience.


Postgraduate supervision
I am very interested in supervising doctoral students in the areas of: victimology, vulnerability and resilience, media and crime and collective identity and representation.  
 
Current PhD students: 
 
Thomas Hammond (PhD Criminology), Surveillance, Migration and Identity in Brexit Britain 
 
Patrick Oniya (PhD Criminology), An examination of why public sector corruption is resilient: a case study of Nigeria.

",Faculty of Arts Cultures and Education
Dr Lesley Morrell,https://www.hull.ac.uk/staff-directory/lesley-morrell,"

Research interests
My research investigates how animals perceive and respond to their environments, particularly in the context of social behaviour and environmental change. My group studies how animals interact with one another and their environment, and how the environment affects their behaviour. I am also interested in  how students learn, and in evaluating the effectiveness of learning and teaching strategies. 
 
Current research themes include: 
- Predator-prey interactions and the evolution of animal aggregation in response to predators, conspecifics and the distribution of resources. 
 
- The influence of experience and environmental change on behaviour, particularly in relation to the effects of increasing water turbidity on the behaviour of fishes. 
 
- The evolution of parental care, particularly the relationship between laterality (side biases in behaviour) and parental care in fish. 
 
- The effectiveness and value of feedback in student learning, the development of student autonomy, and the value of, and barriers to participation in fieldwork.


Postgraduate supervision
I welcome applications for PhD or MSc by Thesis study in all areas of my research, particularly those relating to the evolution of social and anti-predator behaviour, the impact of environmental change on the behaviour of fishes, and the way animals perceive their environments. I am able to supervise both theoretical and empirical projects (or projects that combine the two) and am willing to support applications from students wishing to access their own funding. 
 
Current PhD students: 
S. McLean: Laterality and parental care in fish 
E. Peasland: Maximising the benefits of environmental fieldwork for a diverse student body 
K. Dobbinson: The oddity effect: Applying principles from psychology to and ecological question 
C. Carrick: Forager responses to patch size, density and purity: Exploring resource concentration and resource dilution effects 
 
Completed PhDs: 
H. Kimbell: Behavioural flexibility and environmental change (University of Hull, 2015) 
Á. Johannesen: Aquatic predator-prey interactions (University of Leeds, 2013) 
G. Rodgers: The role of colour and oddity in fish behaviour (University of Leeds, 2011) 
B. Chapman: Early experience and plasticity in guppies (University of Leeds, 2009) 
 
Completed MSc by Thesis: 
L. Rothery: Bird behaviour at birdfeeders (University of Hull, 2015) 
K. Dobbinson: Confusion effects in turbid environments (University of Hull, 2015)

",Faculty of Science and Engineering
Dr Eni Oko,https://www.hull.ac.uk/staff-directory/eni-oko,"

Research interests
My research involve development of new process designs, energy-efficient process flowsheeting, process modelling, simulation, control and optimization with focus on CO2 capture technologies, energy systems integration and the chemical industry.


Postgraduate supervision
I am available for PhD supervision in the wider areas of CO2 capture, energy systems integration and analysis and the chemical industry. Typical topics include but not limited to:  
 
1. Development and analysis of a catalytic regenerator in the context of solvent-based CO2 capture 
 
2. Large scale integration and analysis of a catalytic regenerator in a solvent-based CO2 capture process 
 
3. Modelling and analysis of a solar-assisted combined cycle gas turbine power plant integrated with a solvent-based CO2 capture process. 
 
4. Modelling and analysis of in-situ CO2 conversion to gasoline grade hydrocarbon for mobile emitters

",Faculty of Science and Engineering
Dr Sandra Jones,https://www.hull.ac.uk/staff-directory/sandra-jones,"

Research interests
My research revolves around changes in whole heart and cellular function with increasing age, from the perspectives of normal physiology and pathophysiology. My particular area of study are the changes in ionic regulation with age leading to the predisposition to arrhythmias, and other disorders of excitation and contraction within the elderly heart. Primarily my research group have used proteomics to examine the associated changes in protein expression and regulatory systems responsible for producing the age-associated changes in phenotype, coupled with functional measurements using electrophysiology. Recent targeted proteins in the mammalian heart have been the gap junctional subunit connexin43, the differing isoforms of the voltage-gated sodium ion channels and voltage-gated calcium ion channels. Our studies have conclude the change in expression of these ion channels expressed in the age heart, leave the age heart in a state of imbalance and experience high frequency of arrhythmias. Furthermore, we are now using interventions to protect the heart as it ages from the onset of associated pathologies, ranging from the global (e.g. exercise interventions), to the specific pharmaceutical agents (e.g. directed manipulation of signaling pathways), leading a novel approach to reduce AF events, to ultimately become a therapeutic strategy to prevent and treat AF in the elderly who are often unfit for surgery.


Postgraduate supervision
Dr Jones welcomes applicants with experience in mammalian physiology (at degree level) and specific knowledge of the heart. Applicants should understand how ion channels contribute and give rise to the normal action potential of the mammalian heart at a basic degree level, as her research focuses on cardiac dysfunction and how it arises (for example with ageing). The techniques used in the laboratory are proteomic, genomic and functional. At the time of appointment, specific projects will be offered in line with ongoing projects in the group. 
 
Completed PhDs 
-  Stephanie Cooper, Age-associated changes in the expression of voltage-gated sodium channel isoforms found within the rat heart, 2013-2019 (as primary supervisor) 
 
-  Amy Dawson, Paper Microfluidics for Clinical Diagnostics Using Colorimetric Detection Methods, 2010-14 (as second supervisor) 
 
-  Dr Fiona Hatch, Age-Associated Changes to Calcium Handling Proteins across the Whole Heart, 2009-13 (as primary supervisor) 
 
-  Amy Dawson, Age-Dependent Expression and Distribution of Cardiac Progenitor Cells in the Adult Heart, 2009-10 (Research MSc, as primary supervisor) 
 
Current MD supervisions 
-Dr Emmanuel Isaac, Discovering mechanisms of AF. 2018-20 
 (Primary supervisor Sandra Jones, second supervisor Prof M Loubani)

",Faculty of Health Sciences
Dr Carol Lambert,https://www.hull.ac.uk/staff-directory/carol-lambert,"

Research interests
My thesis identified how social influences impact women’s birth choices, together with how midwives affect their decision-making in the context of their care. Women’s voices tell their stories of personal insights relating to the decisions they craft. This study explores whether emancipation reduces pressure to conform to authority and consequently what the implications might mean in a wider sociological context of birth experience.  
In November 2017 I was awarded my first grant by East Riding of Yorkshire Clinical Commissioning Group. This research will explore the preferences of women who are eligible to book to the Fatima Allam Birth Centre and to determine the knowledge, preferences, views and experiences of the concept of midwifery-led care within Hull and East Yorkshire NHS Trust.


Postgraduate supervision
Midwifery/ women's decision making/birth choices/ social influence/ conformity and obedience/emancipation

",Faculty of Health Sciences
Mr Nathaniel Brown,https://www.hull.ac.uk/staff-directory/nathaniel-brown,"

Research interests
Nathaniel Brown has 20 years research and development experience in the area of design, design synthesis and design for manufacture and assembly.  He started his research on the Designers’ Sandpit project developing a proactive Design for Assembly (DFA) process.  This research focused on developing tools and techniques for analysing and redesigning products to increase their economic viability and developing product introduction management processes enabling increased competitiveness through effective management of the design and production process.  This work has led to a number of industry-based projects with large multinational corporations and SMEs, including three KTPs with local companies, product redesign projects and supporting companies in developing in house design processes and capabilities.   
 
In the past decade, Nathaniel’s research has moved into the area of microfluidic and Lab-on-Chip (LOC) technology developing capable production processes for fully integrated LOC platforms for health care, bio chemical and environmental applications.  This area is focused on developing both research based devices and commercially viable systems.  
 
More recently, Nathaniel has started researching novel methods of 3D printing with an emphasis on developing new technology that will increase the mechanical properties of plastic printed components.  The ultimate goal of this research is support the move of 3D printing from prototyping to mainstream manufacturing.

",Faculty of Science and Engineering
Miss Susannah Hopson,https://www.hull.ac.uk/staff-directory/susannah-hopson,"

Research interests
Native American History 
American Civil War History 
Memory Studies 
Post-colonial Studies

",Faculty of Arts Cultures and Education
Dr Chris Walton,https://www.hull.ac.uk/staff-directory/chris-walton,"

Research interests
Natural Bio-Degradable Plastics 
Photo Dynamic Therapy (PDT) for Medical Applications 
Laser and 3D Printing of Medical Devices


Postgraduate supervision
Laser and 3D Printing Lab-on-chip Devices (CTC's) 
Characterisation of Bio-degradable Polymers (Reducing Micro-plastic Pollution)

",Faculty of Science and Engineering
Professor Valerie Sanders,https://www.hull.ac.uk/staff-directory/valerie-sanders,"

Research interests
'Neglected' Victorian women novelists, especially Harriet Martineau (1802-76) and Margaret Oliphant (1828-97); also Charlotte Bronte and Charlotte Mary Yonge 
 
Life Writing: auto/biography 
 
Victorian Family cultures: especially fatherhood and sibling cultures


Postgraduate supervision
Valerie would welcome applications from students interested in Victorian fiction and auto/biography, especially representations of parenthood, siblings and family culture generally, and children's literature. 
 
Completed PhDs  
 
Previously supervised PhD theses on the Brontës and illness, the Bronte Juvenilia 19th-century men and goodness, women and ‘things' (using Thing Theory) in Austen and Gaskell, children's literature, Mary Elizabeth Braddon, Charlotte M Yonge, and the governess travel-narrative. 
 
Current PhD supervisions  
 
Current and recently submitted  supervisees are working on Dickens and small household items; the body in young adult literature, girl heroes in fiction from Little Women to Harry Potter;   Wilkie Collins, medicine and madness; and morality, fantasy and trauma in Roald Dahl's writing for children

",Faculty of Arts Cultures and Education
Dr Emmanuele Tidoni,https://www.hull.ac.uk/staff-directory/emmanuele-tidoni,"

Research interests
Neuroscience, Robotics, Virtual Reality


Postgraduate supervision
I aim to bridge social neuroscience, applied sciences and developers of robotics and virtual systems. My goal is to investigate social cognition and self-other representation in single individuals and social contexts.

",Faculty of Health Sciences
Miss Ola Ogbuehi,https://www.hull.ac.uk/staff-directory/ola-ogbuehi,"

Research interests
Normal childbirth physiology/ culture of childbearing environments.

Antenatal childbirth educators' impact on parents.

Complexities in childbirth

Maternal and Reproductive Health

",Faculty of Health Sciences
Mrs Gail Foster,https://www.hull.ac.uk/staff-directory/gail-foster,"

Research interests
Nursing history 
Public health 
Simulated practice

",Faculty of Health Sciences
Mrs Lesley Gratrix,https://www.hull.ac.uk/staff-directory/lesley-gratrix,"

Research interests
Nursing leadership 
Management 
Critical care Nursing 
Neurosurgical nursing

",Faculty of Health Sciences
Dr Howard Snelling,https://www.hull.ac.uk/staff-directory/howard-snelling,"

Research interests
Optical Physics 
Lasers 
Light-matter interactions 
Laser Applications 
Applied Physics



Project
Funder
Grant
Started
Status


Project
Laplacian Magic Windows
Funder
The Leverhulme Trust
Grant
£123,828.00
Started
1 September 2017
Status
Complete


Project
Ultrashort Pulse Laser Micromachining Centre (USP-LMC): Scoping studies for new laser interaction regimes
Funder
EPSRC Engineering & Physical Sciences Research Council
Grant
£45,335.00
Started
1 March 2017
Status
Complete


Project
H2020 SC-Climate - INFINITY
Funder
EC European Commission
Grant
£514,486.00
Started
1 January 2015
Status
Complete



Postgraduate supervision
Howard welcomes applications in the areas of laser-material interactions and optical physics. 
 
Completed PhDs 
 
- Dr Matthew Leach, Radio frequency excited carbon dioxide laser processing of carbon fibre reinforced composites : experimental and theoretical analyses of the fume content and expansion dynamics (2014) 
 
- Dr Bibi Safia Haq, Laser structuring of materials for biomedical applications (2012) 
 
- Dr Abigail Marchant, Experimental and theoretical studies of surface and volume changes in dielectrics induced by long-pulse RF CO2 laser irradiation (2012) 
 
- Dr Robin Scott, Development of environmental water monitors based on hydrostatic and flourescence detection techniques (2009) 
 
- Dr David Whitehead, Pulsed laser interactions with protective polymer coatings of optical fibres (2005) 
 
Current PhD supervisions  
 
- Jack Eden, Laser interactions with thin films for flexible electronics 
 
- Alexandra Bridgwater, Analysis of fume from laser interactions with printed thin films

",Faculty of Science and Engineering
Dr Igor Itskevich,https://www.hull.ac.uk/staff-directory/igor-itskevich,"

Research interests
Optoelectronics 
Nanophotonics 
Semiconductor Nanostructures 
Quantum Dots

",Faculty of Science and Engineering
Mrs Victoria Hewson,https://www.hull.ac.uk/staff-directory/victoria-hewson,"

Research interests
Oral Health 
Older People's Oral Health 
Oral Health of Adults with an illegal drug dependency 
Vulnerable adults

",Faculty of Health Sciences
Dr Andrew Boa,https://www.hull.ac.uk/staff-directory/andrew-boa,"

Research interests
organic chemistry; bio-organic chemistry; medicinal chemistry; heterocyclic chemistry; unusual amino acids and peptidomimetics;  sporopollenin.


Postgraduate supervision
Dr Boa welcomes enquiries and applications for postgraduate supervision in his areas of expertise.

",Faculty of Science and Engineering
